Test Fold,Accuracy
1,0.768348623853211
2,0.8434684684684685
3,0.7340540540540541
4,0.804040404040404
5,0.9101604278074866
6,0.8153098420413123
7,0.8281622911694511
8,0.7684605757196495
9,0.8541666666666666
10,0.8243727598566308
