Test Fold,Accuracy
1,0.6697247706422018
2,0.6418918918918919
3,0.6389189189189189
4,0.7767676767676768
5,0.8235294117647058
6,0.7120291616038882
7,0.7589498806682577
8,0.6433041301627034
9,0.8002450980392157
10,0.7562724014336918
