Test Fold,Accuracy
1,0.7029816513761468
2,0.6925675675675675
3,0.6767567567567567
4,0.7888888888888889
5,0.8513368983957219
6,0.7387606318347509
7,0.7505966587112172
8,0.6770963704630788
9,0.8517156862745098
10,0.7861409796893668
