Test Fold,Accuracy
1,0.713302752293578
2,0.6193693693693694
3,0.6518918918918919
4,0.7202020202020202
5,0.8192513368983957
6,0.7095990279465371
7,0.6813842482100239
8,0.6470588235294118
9,0.7389705882352942
10,0.7741935483870968
