Model,Data Representation,Test Fold,Epoch,Learning Rate,Training Loss,Validation Loss,Validation Accuracy
ResNet50,Cochleagram,5,9,5e-05,1.1319233635731507e-05,0.0005084502627141774,0.8459893048128342
ResNet50,Cochleagram,5,10,5e-05,1.0873161954805255e-05,0.0006241142982617021,0.8299465240641711
ResNet50,Cochleagram,5,11,5e-05,9.780491382116452e-06,0.0008053390774875879,0.7946524064171123
ResNet50,Cochleagram,5,12,5e-05,8.578906999900937e-06,0.0005657238652929664,0.8513368983957219
ResNet50,Cochleagram,5,13,5e-05,8.348639312316664e-06,0.0005755994934588671,0.853475935828877
ResNet50,Cochleagram,5,14,5e-05,8.077005077211652e-06,0.0005646368372254074,0.8684491978609625
ResNet50,Cochleagram,5,15,5e-05,6.458106327045243e-06,0.000774455489590764,0.8128342245989305
ResNet50,Cochleagram,5,16,5e-05,6.852766091469675e-06,0.0005611709202639759,0.8449197860962567
ResNet50,Cochleagram,5,17,5e-05,6.437473075493472e-06,0.0007005990482866764,0.8406417112299466
ResNet50,Cochleagram,5,18,5e-05,5.245009106147336e-06,0.0006801965646445751,0.8128342245989305
ResNet50,Cochleagram,5,19,5e-05,7.206730970210629e-06,0.0005931758787482977,0.8513368983957219
ResNet50,Cochleagram,5,20,5e-05,5.211401003180072e-06,0.0005032828776165843,0.8459893048128342
ResNet50,Cochleagram,6,1,5e-05,0.0001711950171738863,0.001113741542212665,0.6962332928311057
ResNet50,Cochleagram,6,2,5e-05,6.570935511263087e-05,0.0009857523255050182,0.7387606318347509
ResNet50,Cochleagram,6,3,5e-05,4.0542290662415326e-05,0.001004932215437293,0.7582017010935601
ResNet50,Cochleagram,6,4,5e-05,2.8202963221701793e-05,0.0009714086772873998,0.7521263669501823
ResNet50,Cochleagram,6,5,5e-05,2.2217467630980536e-05,0.0009212994482368231,0.7752126366950183
ResNet50,Cochleagram,6,6,5e-05,1.720148793538101e-05,0.000902865023817867,0.7825030376670717
ResNet50,Cochleagram,6,7,5e-05,1.5407738828798756e-05,0.0009403786971233785,0.7897934386391251
ResNet50,Cochleagram,6,8,5e-05,1.1566724424483255e-05,0.0010204905411228538,0.772782503037667
ResNet50,Cochleagram,6,9,5e-05,1.1427139725128654e-05,0.001043972559273243,0.7910085054678008
ResNet50,Cochleagram,6,10,5e-05,1.017920658341609e-05,0.0012344003189355135,0.7569866342648846
ResNet50,Cochleagram,6,11,5e-05,9.86896611721022e-06,0.0008957069367170334,0.8165249088699879
ResNet50,Cochleagram,6,12,5e-05,8.391022674913984e-06,0.0010611646575853229,0.8031591737545565
ResNet50,Cochleagram,6,13,5e-05,7.237942554638721e-06,0.0010909733828157187,0.795868772782503
ResNet50,Cochleagram,6,14,5e-05,5.794915068690898e-06,0.0010262272553518414,0.7861482381530984
ResNet50,Cochleagram,6,15,5e-05,6.1358496168395504e-06,0.0011218609288334846,0.8080194410692588
ResNet50,Cochleagram,6,16,5e-05,6.791591204091674e-06,0.0010239523835480213,0.8262454434993924
ResNet50,Cochleagram,6,17,5e-05,6.156898962217383e-06,0.0011106985621154308,0.7946537059538274
ResNet50,Cochleagram,6,18,5e-05,6.260504051169846e-06,0.001208124915137887,0.7922235722964763
ResNet50,Cochleagram,6,19,5e-05,4.9103741730505135e-06,0.0012077821884304285,0.8116646415552855
ResNet50,Cochleagram,6,20,5e-05,4.679104222304886e-06,0.001070776954293251,0.8080194410692588
ResNet50,Cochleagram,7,1,5e-05,0.00016676646191626787,0.0009966630022972822,0.7326968973747017
ResNet50,Cochleagram,7,2,5e-05,6.195071910042316e-05,0.0008631080854684114,0.7649164677804295
ResNet50,Cochleagram,7,3,5e-05,3.7176490877754986e-05,0.000859764579217881,0.7696897374701671
ResNet50,Cochleagram,7,4,5e-05,2.8212136385263875e-05,0.0009269757429137826,0.7386634844868735
ResNet50,Cochleagram,7,5,5e-05,2.2748554329155013e-05,0.0008592373924329877,0.7995226730310262
ResNet50,Cochleagram,7,6,5e-05,1.4870847735437565e-05,0.001027547987177968,0.7696897374701671
