Test Fold,Accuracy
1,0.7798165137614679
2,0.8243243243243243
3,0.7762162162162162
4,0.804040404040404
5,0.839572192513369
6,0.8165249088699879
7,0.7995226730310262
8,0.753441802252816
9,0.8259803921568627
10,0.8566308243727598
