Test Fold,Accuracy
1,0.7844036697247706
2,0.7927927927927928
3,0.7621621621621621
4,0.8616161616161616
5,0.8759358288770054
6,0.74726609963548
7,0.8293556085918854
8,0.6958698372966208
9,0.8419117647058824
10,0.8410991636798089
