Test Fold,Accuracy
1,0.6467889908256881
2,0.5630630630630631
3,0.5362162162162162
4,0.6272727272727273
5,0.6855614973262032
6,0.5953827460510328
7,0.6336515513126492
8,0.5694618272841051
9,0.7193627450980392
10,0.7168458781362007
