Model,Data Representation,Test Fold,metric,air_conditioner,car_horn,children_playing,dog_bark,drilling,engine_idling,gun_shot,jackhammer,siren,street_music,macro avg,weighted avg
ResNet50,LogGC,5,recall,0.6,0.8163265306122449,0.65,0.79,0.7676767676767676,0.6261682242990654,1.0,0.9666666666666667,0.8732394366197183,0.82,0.7910077625874463,0.7775401069518717
ResNet50,LogGC,5,f1-score,0.6976744186046512,0.851063829787234,0.7471264367816092,0.8272251308900523,0.7676767676767676,0.5982142857142856,0.9302325581395349,0.7945205479452055,0.8671328671328671,0.8118811881188118,0.7892748030791019,0.7763872759096573
ResNet50,LogGC,5,support,100.0,98.0,100.0,100.0,99.0,107.0,40.0,120.0,71.0,100.0,935.0,935.0
ResNet50,LogGC,6,precision,0.46017699115044247,0.6521739130434783,0.62,0.7631578947368421,0.9130434782608695,0.6261682242990654,0.9583333333333334,0.7419354838709677,0.5398230088495575,0.8048780487804879,0.7079690376325044,0.699718541615441
ResNet50,LogGC,6,recall,0.52,0.5357142857142857,0.62,0.87,0.84,0.6261682242990654,1.0,0.3382352941176471,0.8243243243243243,0.66,0.6834442128455323,0.68408262454435
ResNet50,LogGC,6,f1-score,0.48826291079812206,0.5882352941176471,0.62,0.8130841121495327,0.8749999999999999,0.6261682242990654,0.9787234042553191,0.46464646464646475,0.6524064171122994,0.7252747252747254,0.6831801552653176,0.681079069399206
ResNet50,LogGC,6,support,100.0,28.0,100.0,100.0,100.0,107.0,46.0,68.0,74.0,100.0,823.0,823.0
ResNet50,LogGC,7,precision,0.4527363184079602,0.6,0.7671232876712328,0.8617021276595744,0.7684210526315789,0.8985507246376812,0.9148936170212766,0.6060606060606061,0.6777777777777778,0.6886792452830188,0.7235944757150706,0.7289041162225665
ResNet50,LogGC,7,recall,0.91,0.6428571428571429,0.56,0.81,0.73,0.5849056603773585,0.8431372549019608,0.2631578947368421,0.7922077922077922,0.73,0.6866265745081097,0.6897374701670644
ResNet50,LogGC,7,f1-score,0.6046511627906977,0.6206896551724138,0.6473988439306358,0.8350515463917526,0.7487179487179486,0.7085714285714285,0.8775510204081632,0.3669724770642202,0.7305389221556887,0.7087378640776699,0.6848880869280619,0.6871600544963659
ResNet50,LogGC,7,support,100.0,28.0,100.0,100.0,100.0,106.0,51.0,76.0,77.0,100.0,838.0,838.0
ResNet50,LogGC,8,precision,0.4583333333333333,0.8888888888888888,0.5447154471544715,0.9411764705882353,0.4595959595959596,0.8103448275862069,1.0,0.6153846153846154,0.671875,0.74,0.713031454253171,0.6762154248202397
ResNet50,LogGC,8,recall,0.33,0.5333333333333333,0.7204301075268817,0.8,0.91,0.5340909090909091,0.9666666666666667,0.41025641025641024,0.5375,0.74,0.6482277426874201,0.6408010012515645
ResNet50,LogGC,8,f1-score,0.38372093023255816,0.6666666666666667,0.6203703703703703,0.8648648648648648,0.610738255033557,0.6438356164383561,0.983050847457627,0.4923076923076924,0.5972222222222222,0.74,0.6602777465593915,0.6382399085176775
ResNet50,LogGC,8,support,100.0,30.0,93.0,100.0,100.0,88.0,30.0,78.0,80.0,100.0,799.0,799.0
ResNet50,LogGC,9,precision,0.7469879518072289,0.7027027027027027,0.7203389830508474,0.972972972972973,0.8210526315789474,0.9294117647058824,0.9655172413793104,0.7473684210526316,0.826530612244898,0.7254901960784313,0.8158373477573854,0.8123519145922903
ResNet50,LogGC,9,recall,0.62,0.8125,0.85,0.72,0.78,0.8876404494382022,0.9032258064516129,0.8658536585365854,0.9878048780487805,0.74,0.8167024792475182,0.803921568627451
ResNet50,LogGC,9,f1-score,0.6775956284153004,0.7536231884057971,0.7798165137614678,0.8275862068965518,0.8,0.9080459770114941,0.9333333333333333,0.8022598870056497,0.9,0.7326732673267328,0.8114934002156329,0.8029630388367774
ResNet50,LogGC,9,support,100.0,32.0,100.0,100.0,100.0,89.0,31.0,82.0,82.0,100.0,816.0,816.0
ResNet50,LogGC,10,precision,0.7849462365591398,0.56,0.4731182795698925,0.8,0.9259259259259259,0.7352941176470589,0.8857142857142857,0.9583333333333334,0.8636363636363636,0.8,0.7786968542386,0.7852880196790293
ResNet50,LogGC,10,recall,0.73,0.42424242424242425,0.88,0.68,0.75,0.8064516129032258,0.96875,0.9583333333333334,0.4578313253012048,0.72,0.7375608695780188,0.7479091995221028
ResNet50,LogGC,10,f1-score,0.7564766839378239,0.4827586206896552,0.6153846153846154,0.7351351351351352,0.8287292817679557,0.7692307692307693,0.9253731343283582,0.9583333333333334,0.5984251968503936,0.7578947368421052,0.7427741507500144,0.750433420507854
ResNet50,LogGC,10,support,100.0,33.0,100.0,100.0,100.0,93.0,32.0,96.0,83.0,100.0,837.0,837.0
