Model,Data Representation,Test Fold,metric,air_conditioner,car_horn,children_playing,dog_bark,drilling,engine_idling,gun_shot,jackhammer,siren,street_music,macro avg,weighted avg
EfficientNet-b0,LogGC,4,precision,0.7816091954022989,0.627906976744186,0.5973154362416108,0.7927927927927928,0.819047619047619,0.8048780487804879,0.9411764705882353,0.7473684210526316,0.8895348837209303,0.7887323943661971,0.779036223873699,0.7820504179179942
EfficientNet-b0,LogGC,4,recall,0.68,0.4576271186440678,0.89,0.88,0.86,0.9252336448598131,0.8421052631578947,0.5916666666666667,0.9216867469879518,0.56,0.7608319440316395,0.7767676767676768
EfficientNet-b0,LogGC,4,f1-score,0.7272727272727274,0.5294117647058824,0.714859437751004,0.8341232227488151,0.8390243902439023,0.8608695652173913,0.8888888888888888,0.6604651162790698,0.9053254437869822,0.6549707602339182,0.7615211317128581,0.7714050573947979
EfficientNet-b0,LogGC,4,support,100.0,59.0,100.0,100.0,100.0,107.0,38.0,120.0,166.0,100.0,990.0,990.0
EfficientNet-b0,LogGC,5,precision,0.8461538461538461,0.9726027397260274,0.8023255813953488,0.8235294117647058,0.7073170731707317,0.6804123711340206,0.9302325581395349,0.8297872340425532,0.9850746268656716,0.8303571428571429,0.8407792585249583,0.8289885022285007
EfficientNet-b0,LogGC,5,recall,0.77,0.7244897959183674,0.69,0.84,0.8787878787878788,0.616822429906542,1.0,0.975,0.9295774647887324,0.93,0.8354677569401521,0.8235294117647058
EfficientNet-b0,LogGC,5,f1-score,0.8062827225130889,0.8304093567251463,0.7419354838709676,0.8316831683168315,0.7837837837837839,0.6470588235294117,0.963855421686747,0.896551724137931,0.9565217391304348,0.8773584905660378,0.833544071426038,0.8213791010056481
EfficientNet-b0,LogGC,5,support,100.0,98.0,100.0,100.0,99.0,107.0,40.0,120.0,71.0,100.0,935.0,935.0
EfficientNet-b0,LogGC,6,precision,0.4731182795698925,0.6428571428571429,0.7256637168141593,0.9310344827586207,0.8867924528301887,0.4666666666666667,0.9574468085106383,0.6153846153846154,0.717948717948718,0.8125,0.7229412883340642,0.7167207031548819
EfficientNet-b0,LogGC,6,recall,0.44,0.9642857142857143,0.82,0.81,0.94,0.5887850467289719,0.9782608695652174,0.23529411764705882,0.7567567567567568,0.78,0.731338250498372,0.7120291616038882
EfficientNet-b0,LogGC,6,f1-score,0.455958549222798,0.7714285714285715,0.7699530516431924,0.8663101604278076,0.912621359223301,0.5206611570247933,0.967741935483871,0.3404255319148936,0.736842105263158,0.7959183673469388,0.7137860788979324,0.7042263348481181
EfficientNet-b0,LogGC,6,support,100.0,28.0,100.0,100.0,100.0,107.0,46.0,68.0,74.0,100.0,823.0,823.0
EfficientNet-b0,LogGC,7,precision,0.680672268907563,0.5128205128205128,0.7766990291262136,0.8627450980392157,0.7906976744186046,0.7623762376237624,0.9565217391304348,0.6481481481481481,0.7111111111111111,0.8061224489795918,0.7507914268305158,0.7633197267358938
EfficientNet-b0,LogGC,7,recall,0.81,0.7142857142857143,0.8,0.88,0.68,0.7264150943396226,0.8627450980392157,0.4605263157894737,0.8311688311688312,0.79,0.7555141053622858,0.7589498806682577
EfficientNet-b0,LogGC,7,f1-score,0.7397260273972603,0.5970149253731343,0.788177339901478,0.8712871287128714,0.7311827956989247,0.7439613526570047,0.9072164948453608,0.5384615384615384,0.7664670658682636,0.7979797979797979,0.7481474466895633,0.7573039528558116
EfficientNet-b0,LogGC,7,support,100.0,28.0,100.0,100.0,100.0,106.0,51.0,76.0,77.0,100.0,838.0,838.0
EfficientNet-b0,LogGC,8,precision,0.5409836065573771,0.6,0.7692307692307693,0.8444444444444444,0.4864864864864865,0.7848101265822784,0.8571428571428571,0.6808510638297872,0.6231884057971014,0.5757575757575758,0.6762895335828677,0.6658882417510233
EfficientNet-b0,LogGC,8,recall,0.33,0.6,0.6451612903225806,0.76,0.9,0.7045454545454546,0.8,0.41025641025641024,0.5375,0.76,0.6447463155124444,0.6433041301627034
EfficientNet-b0,LogGC,8,f1-score,0.4099378881987578,0.6,0.7017543859649122,0.8,0.631578947368421,0.7425149700598803,0.8275862068965518,0.512,0.5771812080536913,0.6551724137931034,0.6457726020335317,0.6373109925497201
EfficientNet-b0,LogGC,8,support,100.0,30.0,93.0,100.0,100.0,88.0,30.0,78.0,80.0,100.0,799.0,799.0
EfficientNet-b0,LogGC,9,precision,0.847457627118644,0.8928571428571429,0.712,0.8105263157894737,0.7281553398058253,0.9550561797752809,0.9565217391304348,0.6347826086956522,0.9318181818181818,0.8241758241758241,0.829335095916646,0.8136230122494892
EfficientNet-b0,LogGC,9,recall,0.5,0.78125,0.89,0.77,0.75,0.9550561797752809,0.7096774193548387,0.8902439024390244,1.0,0.75,0.7996227501569144,0.8002450980392157
EfficientNet-b0,LogGC,9,f1-score,0.6289308176100629,0.8333333333333334,0.7911111111111112,0.7897435897435898,0.7389162561576353,0.9550561797752809,0.8148148148148149,0.7411167512690355,0.9647058823529412,0.7853403141361257,0.804306905030393,0.7968230278906624
EfficientNet-b0,LogGC,9,support,100.0,32.0,100.0,100.0,100.0,89.0,31.0,82.0,82.0,100.0,816.0,816.0
EfficientNet-b0,LogGC,10,precision,0.7640449438202247,0.5151515151515151,0.5603448275862069,0.8571428571428571,0.8602150537634409,0.7425742574257426,0.8888888888888888,0.912621359223301,0.7868852459016393,0.6776859504132231,0.756555489931704,0.7638833208517405
EfficientNet-b0,LogGC,10,recall,0.68,0.5151515151515151,0.65,0.72,0.8,0.8064516129032258,1.0,0.9791666666666666,0.5783132530120482,0.82,0.7549083047733456,0.7562724014336918
EfficientNet-b0,LogGC,10,f1-score,0.7195767195767195,0.5151515151515151,0.6018518518518519,0.782608695652174,0.8290155440414508,0.7731958762886598,0.9411764705882353,0.9447236180904524,0.6666666666666666,0.7420814479638008,0.7516048405871527,0.7557527958569717
EfficientNet-b0,LogGC,10,support,100.0,33.0,100.0,100.0,100.0,93.0,32.0,96.0,83.0,100.0,837.0,837.0
