Model,Data Representation,Test Fold,Epoch,Learning Rate,Training Loss,Validation Loss,Validation Accuracy
ResNet50,approxGT,5,19,5e-05,6.105978627601871e-06,0.0007199755636975169,0.8310160427807487
ResNet50,approxGT,5,20,5e-05,5.270530891721137e-06,0.0006563153583556414,0.8342245989304813
ResNet50,approxGT,6,1,5e-05,0.00017630415095482022,0.0012890571961179376,0.6731470230862697
ResNet50,approxGT,6,2,5e-05,7.835177530068904e-05,0.0009532428812235594,0.732685297691373
ResNet50,approxGT,6,3,5e-05,4.997766518499702e-05,0.0011636731214821339,0.724179829890644
ResNet50,approxGT,6,4,5e-05,3.572153582354076e-05,0.001174394739791751,0.7448359659781288
ResNet50,approxGT,6,5,5e-05,2.7155314455740154e-05,0.001110619748942554,0.7509113001215066
ResNet50,approxGT,6,6,5e-05,2.2779015125706792e-05,0.0010643707355484366,0.741190765492102
ResNet50,approxGT,6,7,5e-05,1.7883226973935962e-05,0.0012897943379357457,0.7059538274605103
ResNet50,approxGT,6,8,5e-05,1.4946715964470059e-05,0.0009211633587256074,0.7837181044957473
ResNet50,approxGT,6,9,5e-05,1.2970864190720022e-05,0.0014326706295832992,0.74726609963548
ResNet50,approxGT,6,10,5e-05,1.1171558071509935e-05,0.0012197514297440648,0.7569866342648846
ResNet50,approxGT,6,11,5e-05,1.2494089787651319e-05,0.0013468250399455428,0.7460510328068044
ResNet50,approxGT,6,12,5e-05,9.885389772534836e-06,0.0011602977756410837,0.755771567436209
ResNet50,approxGT,6,13,5e-05,8.584251190768555e-06,0.0012461282312870026,0.7509113001215066
ResNet50,approxGT,6,14,5e-05,9.406593562744092e-06,0.0009801143314689398,0.7934386391251519
ResNet50,approxGT,6,15,5e-05,7.956500667205546e-06,0.0011701500043272972,0.7776427703523694
ResNet50,approxGT,6,16,5e-05,7.789756637066603e-06,0.001435789163224399,0.7387606318347509
ResNet50,approxGT,6,17,5e-05,7.749704309389926e-06,0.001283950754441321,0.7679222357229648
ResNet50,approxGT,6,18,5e-05,5.944061285845237e-06,0.0011449893936514854,0.7910085054678008
ResNet50,approxGT,6,19,5e-05,6.971732545935083e-06,0.0010410351678729057,0.7691373025516404
ResNet50,approxGT,6,20,5e-05,6.606155238841893e-06,0.0011419913498684764,0.7776427703523694
ResNet50,approxGT,7,1,5e-05,0.00017441590898670256,0.0012975119752809405,0.6599045346062052
ResNet50,approxGT,7,2,5e-05,7.846206426620483e-05,0.001087817014195025,0.711217183770883
ResNet50,approxGT,7,3,5e-05,4.92455656058155e-05,0.0010749931680038571,0.7291169451073986
ResNet50,approxGT,7,4,5e-05,3.582176213967614e-05,0.0009069204097613692,0.7541766109785203
ResNet50,approxGT,7,5,5e-05,2.7649935873341747e-05,0.001098564825952053,0.7219570405727923
ResNet50,approxGT,7,6,5e-05,2.1859512344235554e-05,0.001304172445088625,0.7040572792362768
ResNet50,approxGT,7,7,5e-05,1.7726657461025752e-05,0.001271860208362341,0.7243436754176611
ResNet50,approxGT,7,8,5e-05,1.5003813132352661e-05,0.001374818617478013,0.7350835322195705
ResNet50,approxGT,7,9,5e-05,1.2216994036862161e-05,0.0011043515987694263,0.7613365155131265
ResNet50,approxGT,7,10,5e-05,1.1022301805496681e-05,0.0011496773222461343,0.7625298329355609
ResNet50,approxGT,7,11,5e-05,1.0705511158448644e-05,0.0015170015394687653,0.7040572792362768
ResNet50,approxGT,7,12,5e-05,1.0209430001850706e-05,0.0013594371266663074,0.7243436754176611
ResNet50,approxGT,7,13,5e-05,9.001676517073065e-06,0.0014067415613681078,0.7076372315035799
ResNet50,approxGT,7,14,5e-05,8.223127224482596e-06,0.0014994220109656453,0.7147971360381862
ResNet50,approxGT,7,15,5e-05,7.951113730086945e-06,0.0014897462679073215,0.7064439140811456
ResNet50,approxGT,7,16,5e-05,8.01750229584286e-06,0.0012317433720454574,0.720763723150358
ResNet50,approxGT,7,17,5e-05,5.728286396333715e-06,0.0014244039775803685,0.7147971360381862
ResNet50,approxGT,7,18,5e-05,5.157444320502691e-06,0.0013791827950626612,0.7362768496420048
ResNet50,approxGT,7,19,5e-05,5.822059847560013e-06,0.0013112059095874429,0.7434367541766109
ResNet50,approxGT,7,20,5e-05,6.799782568123192e-06,0.0012377569219097495,0.7410501193317423
ResNet50,approxGT,8,1,5e-05,0.0001713638921501115,0.0013153074542060494,0.6583229036295369
ResNet50,approxGT,8,2,5e-05,7.466197712346911e-05,0.0011861124075949192,0.6983729662077597
ResNet50,approxGT,8,3,5e-05,4.918804552289657e-05,0.001234330702573061,0.7096370463078848
ResNet50,approxGT,8,4,5e-05,3.552360794856213e-05,0.0012180234771221876,0.7121401752190237
ResNet50,approxGT,8,5,5e-05,2.683827369764913e-05,0.0012470220681279898,0.7158948685857321
ResNet50,approxGT,8,6,5e-05,2.0435709302546456e-05,0.0015070437220856547,0.6733416770963705
ResNet50,approxGT,8,7,5e-05,1.7888960428535938e-05,0.001536466763354838,0.7484355444305382
ResNet50,approxGT,8,8,5e-05,1.559858901600819e-05,0.0016855663852766156,0.6833541927409261
ResNet50,approxGT,8,9,5e-05,1.3155312444723677e-05,0.0016561797820031643,0.6996245306633292
ResNet50,approxGT,8,10,5e-05,1.3205698451201897e-05,0.0015969714149832726,0.688360450563204
ResNet50,approxGT,8,11,5e-05,1.0538770766288508e-05,0.0014182295417413116,0.7546933667083855
ResNet50,approxGT,8,12,5e-05,9.374021828989498e-06,0.0014045912539586425,0.7672090112640801
ResNet50,approxGT,8,13,5e-05,8.821581104712095e-06,0.0015370697947219014,0.7571964956195244
ResNet50,approxGT,8,14,5e-05,8.337065992236603e-06,0.001756448531523347,0.7271589486858573
ResNet50,approxGT,8,15,5e-05,7.610533884871984e-06,0.0016590688610449433,0.7259073842302879
ResNet50,approxGT,8,16,5e-05,6.265776391956024e-06,0.0016067875549197197,0.7434292866082604
ResNet50,approxGT,8,17,5e-05,8.23796017357381e-06,0.001756270183250308,0.723404255319149
ResNet50,approxGT,8,18,5e-05,6.926984497113153e-06,0.001551485387608409,0.7346683354192741
ResNet50,approxGT,8,19,5e-05,6.255896096263314e-06,0.0018170158145949244,0.7484355444305382
ResNet50,approxGT,8,20,5e-05,5.73490660826792e-06,0.0018066347111016512,0.718397997496871
ResNet50,approxGT,9,1,5e-05,0.00017829709395300597,0.001005961443297565,0.7401960784313726
ResNet50,approxGT,9,2,5e-05,7.95503074186854e-05,0.0007969378493726254,0.7830882352941176
ResNet50,approxGT,9,3,5e-05,5.0144742999691516e-05,0.0008401107625104487,0.7965686274509803
ResNet50,approxGT,9,4,5e-05,3.471456511761062e-05,0.0008100429549813271,0.8149509803921569
ResNet50,approxGT,9,5,5e-05,2.879727617255412e-05,0.0009587573003955185,0.7683823529411765
ResNet50,approxGT,9,6,5e-05,2.2045902369427495e-05,0.0008424507104791701,0.8186274509803921
ResNet50,approxGT,9,7,5e-05,1.9943141523981467e-05,0.0009213239536620677,0.8333333333333334
ResNet50,approxGT,9,8,5e-05,1.706012881186325e-05,0.0010728011839091778,0.8051470588235294
ResNet50,approxGT,9,9,5e-05,1.561751741974149e-05,0.0010238350369036198,0.8026960784313726
ResNet50,approxGT,9,10,5e-05,1.2989456990908366e-05,0.0010873122373595834,0.8137254901960784
ResNet50,approxGT,9,11,5e-05,1.0394430319138337e-05,0.0010582443792372942,0.8075980392156863
ResNet50,approxGT,9,12,5e-05,9.718376531964168e-06,0.0008630725205875933,0.8186274509803921
ResNet50,approxGT,9,13,5e-05,1.0320276487618685e-05,0.001089118653908372,0.8075980392156863
ResNet50,approxGT,9,14,5e-05,9.234965546056628e-06,0.0010046917013823986,0.8161764705882353
ResNet50,approxGT,9,15,5e-05,7.185383310570614e-06,0.0010791424429044127,0.8235294117647058
ResNet50,approxGT,9,16,5e-05,7.734599421382882e-06,0.001003576209768653,0.8308823529411765
ResNet50,approxGT,9,17,5e-05,7.538413683505496e-06,0.0009403841686435044,0.8296568627450981
ResNet50,approxGT,9,18,5e-05,7.396837190754013e-06,0.001014765352010727,0.8125
ResNet50,approxGT,9,19,5e-05,7.1377235144609585e-06,0.001051540020853281,0.8100490196078431
ResNet50,approxGT,9,20,5e-05,5.90189529248164e-06,0.0010517204646021128,0.803921568627451
ResNet50,approxGT,10,1,5e-05,0.00018294574692845345,0.0008961593848653138,0.7407407407407407
ResNet50,approxGT,10,2,5e-05,7.782503234921023e-05,0.0007203684654086828,0.7968936678614098
ResNet50,approxGT,10,3,5e-05,5.063223943579942e-05,0.0006503610638901591,0.8207885304659498
ResNet50,approxGT,10,4,5e-05,3.624109012889676e-05,0.0006891139200888574,0.8016726403823178
ResNet50,approxGT,10,5,5e-05,2.7336594939697534e-05,0.0007505559478886425,0.8183990442054958
ResNet50,approxGT,10,6,5e-05,2.2439216991188005e-05,0.0008019684464670718,0.8016726403823178
ResNet50,approxGT,10,7,5e-05,1.8625041775521822e-05,0.0007199161918833852,0.8243727598566308
ResNet50,approxGT,10,8,5e-05,1.5520980014116503e-05,0.000861297536175698,0.8219832735961768
ResNet50,approxGT,10,9,5e-05,1.2925891496706754e-05,0.0007859055185690522,0.8231780167264038
ResNet50,approxGT,10,10,5e-05,1.25357346405508e-05,0.0009119306923821568,0.7849462365591398
ResNet50,approxGT,10,11,5e-05,1.2456577678676695e-05,0.0008274921565316617,0.8315412186379928
ResNet50,approxGT,10,12,5e-05,8.857038665155414e-06,0.000956018571741879,0.7873357228195937
ResNet50,approxGT,10,13,5e-05,8.933767276175786e-06,0.0009212480508722365,0.8172043010752689
ResNet50,approxGT,10,14,5e-05,8.22916172182886e-06,0.0011546710738912225,0.7610513739545998
ResNet50,approxGT,10,15,5e-05,8.638880899525248e-06,0.0008523464202880859,0.8016726403823178
ResNet50,approxGT,10,16,5e-05,7.47488184060785e-06,0.0009548348025418818,0.8112305854241338
ResNet50,approxGT,10,17,5e-05,6.072866653994424e-06,0.0009374925866723061,0.8291517323775388
ResNet50,approxGT,10,18,5e-05,6.891035354783526e-06,0.001014835317619145,0.8219832735961768
ResNet50,approxGT,10,19,5e-05,6.021707122272346e-06,0.0008618765277788043,0.8291517323775388
ResNet50,approxGT,10,20,5e-05,6.152652531454805e-06,0.0009358522947877645,0.8267622461170848
